sequenceID	record_ID	organism	assigned_name	locus_name	virus_genus	locus_numeric_id	sequence_length	assigned_gene	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	host_species	host_class	host_superorder	host_order	host_family	host_genus
Urile_pelagicus_5555	5555	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000630.1	242300	242614	315	+	175	89.583	2	61	1	96	19	306	96	0	10	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5556	5556	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	420	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000212.1	989744	990163	420	-	176	88.542	4	61	1	96	19	306	96	0	11	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5557	5557	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	387	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000066.1	807403	807789	387	-	149	89.474	8	51	1	95	16	300	95	0	10	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5558	5558	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	339	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000392.1	140091	140429	339	+	131	92.632	8	44	1	95	28	312	95	0	7	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5559	5559	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000580.1	193015	193329	315	+	168	87.5	1	58	1	96	19	306	96	0	12	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5560	5560	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	297	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000180.1	7612400	7612696	297	-	176	90.625	5	62	1	96	1	288	96	0	9	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_633	633	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	222	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000983.1	1717164	1717385	222	-	84	82.432	1	25	1	74	1	222	74	0	13	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_661	661	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	222	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000983.1	1710793	1711014	222	-	84	82.432	1	25	1	74	1	222	74	0	13	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Alauda_arvensis_28634	28634	Alauda_arvensis	ehbv-avi.28-alauda	avi.28-alauda	Avihepadnavirus	28	3060	polyprotein	low_coverage	skylark	GCA_902810485.1_skylark_genome_genomic.fna	ORF	CADDXX010000049.1	1939275	1942334	3060	-	870	71.54	0	1	309	926	1201	3060	643	12	135	Alauda arvensis	Aves	Neognathae	Passeriformes	Alaudidae	Alauda
Psittacula_krameri_27660	27660	Psittacula_krameri	ehbv-avi.29-psittacula	avi.29-psittacula	Avihepadnavirus	29	2630	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000259.1	943461	946090	2630	+	1032	98.134	0	1	1	535	304	1911	536	1	9	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Anas_platyrhynchos_5189	5189	Anas_platyrhynchos	ehbv-avi.30-anatidae-con	avi.30-anatidae	Avihepadnavirus	30	884	polyprotein	complete	ensembl_79_BGI_duck_1.0	Anas_platyrhynchos.BGI_duck_1.0.dna.nonchromosomal.fa	ORF	KB742876.1	71366	72249	884	+	123	82.857	8	38	48	117	64	273	70	0	12	Anas platyrhynchos	Aves	Neognathae	anatidae	Anatidae	Anas
Anas_platyrhynchos_5190	5190	Anas_platyrhynchos	ehbv-avi.30-anatidae-con	avi.30-anatidae	Avihepadnavirus	30	884	polyprotein	low_coverage	bgi_2011-10-28	Anas_platyrhynchos_domestica.scaf.fa	ORF	scaffold490	71366	72249	884	+	123	82.857	8	38	48	117	64	273	70	0	12	Anas platyrhynchos	Aves	Neognathae	anatidae	Anatidae	Anas
Anas_zonorhyncha_5191	5191	Anas_zonorhyncha	ehbv-avi.30-anatidae-con	avi.30-anatidae	Avihepadnavirus	30	884	polyprotein	low_coverage	ASM222487v1	GCA_002224875.1_ASM222487v1_genomic.fna	ORF	NOIK01000472.1	65193	66076	884	-	124	84.286	3	38	48	117	64	273	70	0	11	Anas zonorhyncha	Aves	Neognathae	anatidae	Anatidae	Anas
Anser_brachyrhynchus_27506	27506	Anser_brachyrhynchus	ehbv-avi.30-anatidae-con	avi.30-anatidae	Avihepadnavirus	30	1030	polyprotein	low_coverage	ASM259213v1	GCA_002592135.1_ASM259213v1_genomic.fna	ORF	NXHY01000460.1	168809	169838	1030	-	247	98.374	2	85	1	122	1	369	123	1	1	Anser brachyrhynchus	Aves	Neognathae	anatidae	Anatidae	Anser
Anser_cygnoides_27507	27507	Anser_cygnoides	ehbv-avi.30-anatidae-con	avi.30-anatidae	Avihepadnavirus	30	1030	polyprotein	low_coverage	PRJNA183603	381198_ref_AnsCyg_PRJNA183603_v1.0_chrUn.fa	ORF	gi|901923309|ref|NW_013186040.1|	74242	75271	1030	-	244	98.374	1	84	1	122	1	369	123	1	1	Anser cygnoides	Aves	Neognathae	anatidae	Anatidae	Anser
Geospiza_fortis_27581	27581	Geospiza_fortis	ehbv-avi.31-passeriformes	avi.31-passeriformes	Avihepadnavirus	31	2706	polyprotein	low_coverage	goldenpath_geoFor1	geoFor1.fa_1.fa	ORF	JH739901	10609611	10612316	2706	-	239	73.548	4	170	296	448	879	1343	155	1	39	Geospiza fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza
Hemignathus_virens_27599	27599	Hemignathus_virens	ehbv-avi.31-passeriformes	avi.31-passeriformes	Avihepadnavirus	31	2663	polyprotein	low_coverage	ASM328649v1	GCA_003286495.1_ASM328649v1_genomic.fna	ORF	LTAT01000004.1	98178200	98180862	2663	-	566	64.619	0	1	422	873	1266	2648	472	6	136	Hemignathus virens	Aves	Neognathae	Passeriformes	Fringillidae	Hemignathus
Molothrus_ater_28686	28686	Molothrus_ater	ehbv-avi.31-passeriformes	avi.31-passeriformes	Avihepadnavirus	31	2703	polyprotein	low_coverage	BPBGC_Mater_1.0	GCA_012460135.1_BPBGC_Mater_1.0_genomic.fna	ORF	CM022841.1	64677244	64679946	2703	-	405	58.396	3	152	358	748	1088	2266	399	4	152	Molothrus ater	Aves	Neognathae	Passeriformes	Icteridae	Molothrus
Passer_domesticus_27637	27637	Passer_domesticus	ehbv-avi.31-passeriformes	avi.31-passeriformes	Avihepadnavirus	31	2691	polyprotein	low_coverage	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	ORF	CM004529.1	55906929	55909619	2691	+	1136	86.008	0	1	134	844	393	2546	729	8	73	Passer domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer
Serinus_canaria_28072	28072	Serinus_canaria	ehbv-avi.31-passeriformes	avi.31-passeriformes	Avihepadnavirus	31	2651	polyprotein	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	ORF	gi|668343359|ref|NW_007931122.1|	33220569	33223219	2651	-	526	69.07	1	176	30	453	55	1338	430	4	125	Serinus canaria	Aves	Neognathae	Passeriformes	Fringillidae	Serinus
Setophaga_coronata_28073	28073	Setophaga_coronata	ehbv-avi.31-passeriformes	avi.31-passeriformes	Avihepadnavirus	31	2550	polyprotein	low_coverage	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	ORF	MDLI01000006.1	3062262	3064811	2550	-	441	77.492	4	179	134	442	374	1306	311	1	68	Setophaga coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga
Zonotrichia_albicollis_28099	28099	Zonotrichia_albicollis	ehbv-avi.31-passeriformes	avi.31-passeriformes	Avihepadnavirus	31	2839	polyprotein	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	ORF	gi|538542673|ref|NW_005081547.1|	2578559	2581397	2839	+	266	81.761	6	173	285	441	2063	1587	159	2	27	Zonotrichia albicollis	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia
Nothoprocta_perdicaria_5399	5399	Nothoprocta_perdicaria	ehbv-avi.32-tinamiformes-con	avi.32-tinamiformes	Avihepadnavirus	32	1076	polyprotein	low_coverage	GCF_003342845.1_notPer1	GCF_003342845.1_notPer1_genomic.fna	ORF	NW_020454594.1	1993542	1994617	1076	-	268	86.667	8	112	376	540	318	803	165	1	19	Nothoprocta perdicaria	Aves	Palaeognathae	Tinamiformes	Tinamidae	Nothoprocta
Tinamus_guttatus_5531	5531	Tinamus_guttatus	ehbv-avi.32-tinamiformes-con	avi.32-tinamiformes	Avihepadnavirus	32	1189	polyprotein	low_coverage	bgi_2011-10-28	Tinamus_major.scaf.noBacterial.fa	ORF	scaffold2594	503339	504527	1189	-	214	63.959	1	66	82	271	613	1188	197	4	59	Tinamus guttatus	Aves	Palaeognathae	Tinamiformes	Tinamidae	Tinamus
Buceros_rhinoceros_3815	3815	Buceros_rhinoceros	ehbv-avi.34-leptosomus	avi.34-leptosomus	Avihepadnavirus	NK	871	polyprotein	low_coverage	bgi_2011-10-28	Buceros_rhinoceros_silvestris.scaf.noBacterial.fa	ORF	scaffold27050	4177	5047	871	-	118	46.104	4	34	55	207	1	450	154	3	78	Buceros rhinoceros	Aves	Neognathae	Bucerotiformes	Bucerotidae	Buceros
Leptosomus_discolor_5310	5310	Leptosomus_discolor	ehbv-avi.34-leptosomus	avi.34-leptosomus	Avihepadnavirus	34	996	polyprotein	low_coverage	bgi_2011-10-28	Leptosomus_discolor.scaf.noBacterial.fa	ORF	scaffold17668	36817	37812	996	+	403	89.362	5	145	1	234	172	876	235	1	24	Leptosomus discolor	Aves	Neognathae	Coraciiformes	Leptosomidae	Leptosomus
Mesoclemmys_tuberculata_8077	8077	Mesoclemmys_tuberculata	ehbv-avi.34-leptosomus	avi.34-leptosomus	Avihepadnavirus	NK	459	polyprotein	low_coverage	1	GCA_007922155.1_Mesoclemmys_tuberculata-1.0_genomic.fna	ORF	ML675610.1	16952592	16953050	459	+	66	32.353	3	16	57	217	1	459	170	7	89	Mesoclemmys tuberculata	Unclassified	Unclassified	Testudines	Chelidae	Mesoclemmys
Calypte_anna_27344	27344	Calypte_anna	ehbv-avi.35-calypte	avi.35-calypte	Avihepadnavirus	35	1288	polyprotein	low_coverage	bgi_2011-10-28	Calypte_anna.scaf.noBacterial.fa	ORF	scaffold20	2398395	2399682	1288	+	489	90.391	0	1	124	403	371	1213	281	1	26	Calypte anna	Aves	Neognathae	Trochiliformes	Trochilidae	Calypte
Phylloscopus_plumbeitarsus_27644	27644	Phylloscopus_plumbeitarsus	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	37	1920	polyprotein	low_coverage	GWplu1.0	GCA_001655115.1_GWplu1.0_genomic.fna	ORF	LXOY01125723.1	325	2244	1920	+	892	72.435	0	1	126	758	1	1917	653	8	146	Phylloscopus plumbeitarsus	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus
Phylloscopus_trochiloides_viridanus_27645	27645	Phylloscopus_trochiloides_viridanus	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	37	2571	polyprotein	low_coverage	GWvir1.0	GCA_001655095.1_GWvir1.0_genomic.fna	ORF	LXPA01034230.1	10277	12847	2571	+	671	77.223	0	1	129	583	556	1929	461	4	96	Phylloscopus trochiloides viridanus	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus
Sporophila_hypoxantha_28082	28082	Sporophila_hypoxantha	ehbv-avi.37-phylloscopus	avi.37-phylloscopus	Avihepadnavirus	NK	2550	polyprotein	low_coverage	SpoHypox2.0	GCA_002167245.1_SpoHypox2.0_genomic.fna	ORF	NDFG01000113.1	10457731	10460280	2550	-	285	51.045	3	114	385	708	1561	2517	335	9	137	Sporophila hypoxantha	Aves	Neognathae	Passeriformes	Thraupidae	Sporophila
Geospiza_fortis_27582	27582	Geospiza_fortis	ehbv-avi.38-passeriformes	avi.38-passeriformes	Avihepadnavirus	38	495	polyprotein	low_coverage	goldenpath_geoFor1	geoFor1.fa_2.fa	ORF	JH740071	210983	211477	495	+	223	75.817	4	78	29	178	37	495	153	2	34	Geospiza fortis	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza
Hemignathus_virens_27598	27598	Hemignathus_virens	ehbv-avi.38-passeriformes	avi.38-passeriformes	Avihepadnavirus	38	539	polyprotein	low_coverage	ASM328649v1	GCA_003286495.1_ASM328649v1_genomic.fna	ORF	LTAT01000022.1	1182522	1183060	539	-	241	100	3	91	49	178	147	536	130	0	0	Hemignathus virens	Aves	Neognathae	Passeriformes	Fringillidae	Hemignathus
Junco_hyemalis_27603	27603	Junco_hyemalis	ehbv-avi.38-passeriformes	avi.38-passeriformes	Avihepadnavirus	38	585	polyprotein	low_coverage	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	ORF	QZWM01001043.1	13837172	13837756	585	-	253	80.337	1	89	2	178	37	570	178	1	34	Junco hyemalis	Aves	Neognathae	Passeriformes	Passerellidae	Junco
Molothrus_ater_28558	28558	Molothrus_ater	ehbv-avi.38-passeriformes	avi.38-passeriformes	Avihepadnavirus	38	490	polyprotein	low_coverage	BPBGC_Mater_1.0	GCA_012460135.1_BPBGC_Mater_1.0_genomic.fna	ORF	CM022859.1	1187910	1188399	490	-	117	74.51	4	36	27	127	40	345	102	1	25	Molothrus ater	Aves	Neognathae	Passeriformes	Icteridae	Molothrus
Passer_domesticus_27638	27638	Passer_domesticus	ehbv-avi.38-passeriformes	avi.38-passeriformes	Avihepadnavirus	38	582	polyprotein	low_coverage	Passer_domesticus-1.0	GCA_001700915.1_Passer_domesticus-1.0_genomic.fna	ORF	CM004546.1	14211264	14211845	582	-	189	59.669	2	64	2	178	40	579	181	4	68	Passer domesticus	Aves	Neognathae	Passeriformes	Passeridae	Passer
Serinus_canaria_2019	2019	Serinus_canaria	ehbv-avi.38-passeriformes	avi.38-passeriformes	Avihepadnavirus	38	363	polyprotein	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	ORF	gi|668343290|ref|NW_007931191.1|	781018	781380	363	+	119	55.906	1	37	1	127	1	363	127	3	50	Serinus canaria	Aves	Neognathae	Passeriformes	Fringillidae	Serinus
Setophaga_coronata_28074	28074	Setophaga_coronata	ehbv-avi.38-passeriformes	avi.38-passeriformes	Avihepadnavirus	38	327	polyprotein	low_coverage	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	ORF	MDLI01000805.1	11453	11779	327	-	111	63.918	3	35	1	96	34	321	97	2	33	Setophaga coronata	Aves	Neognathae	Passeriformes	Parulidae	Setophaga
Sporophila_hypoxantha_28081	28081	Sporophila_hypoxantha	ehbv-avi.38-passeriformes	avi.38-passeriformes	Avihepadnavirus	38	472	polyprotein	low_coverage	SpoHypox2.0	GCA_002167245.1_SpoHypox2.0_genomic.fna	ORF	NDFG01000222.1	1246885	1247356	472	-	122	84.507	6	56	83	153	260	472	71	0	11	Sporophila hypoxantha	Aves	Neognathae	Passeriformes	Thraupidae	Sporophila
Agapornis_roseicollis_4256	4256	Agapornis_roseicollis	ehbv-avi.39-psittaciformes	avi.39-psittaciformes	Avihepadnavirus	39	273	polyprotein	low_coverage	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	ORF	NDXB01000960.1	294222	294494	273	+	97	60.638	4	29	23	112	1	267	94	3	28	Agapornis roseicollis	Aves	Neognathae	Psittaciformes	Psittacidae	Agapornis
Amazona_aestiva_5174	5174	Amazona_aestiva	ehbv-avi.39-psittaciformes	avi.39-psittaciformes	Avihepadnavirus	39	604	polyprotein	low_coverage	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	ORF	LMAW01003209.1	200682	201285	604	+	180	90.816	2	90	25	122	19	312	98	0	9	Amazona aestiva	Aves	Neognathae	Psittaciformes	Psittacidae	Amazona
Amazona_vittata_5182	5182	Amazona_vittata	ehbv-avi.39-psittaciformes	avi.39-psittaciformes	Avihepadnavirus	39	603	polyprotein	low_coverage	AV1	GCA_000332375.1_AV1_genomic.fna	ORF	KB261750.1	7949	8551	603	+	172	89.474	1	86	25	119	19	303	95	0	10	Amazona vittata	Aves	Neognathae	Psittaciformes	Psittacidae	Amazona
Ara_macao_5222	5222	Ara_macao	ehbv-avi.39-psittaciformes	avi.39-psittaciformes	Avihepadnavirus	39	663	polyprotein	low_coverage	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	ORF	KE064505.1	2331	2993	663	+	215	99.057	3	116	22	127	67	384	106	0	1	Ara macao	Aves	Neognathae	Psittaciformes	Psittacidae	Ara
Eupsittula_pertinax_28640	28640	Eupsittula_pertinax	ehbv-avi.39-psittaciformes	avi.39-psittaciformes	Avihepadnavirus	39	594	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01001619.1	10896	11489	594	+	211	98.095	3	106	23	127	1	315	105	0	2	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Guaruba_guarouba_28679	28679	Guaruba_guarouba	ehbv-avi.39-psittaciformes	avi.39-psittaciformes	Avihepadnavirus	39	594	polyprotein	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	ORF	JAABOC010010292.1	5717	6310	594	+	209	97.143	1	106	23	127	1	315	105	0	3	Guaruba guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba
Melopsittacus_undulatus_4454	4454	Melopsittacus_undulatus	ehbv-avi.39-psittaciformes	avi.39-psittaciformes	Avihepadnavirus	39	279	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_3.fa	ORF	JH556633	24595991	24596269	279	+	141	82.222	2	46	23	112	1	267	90	1	15	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Pionus_senilis_28699	28699	Pionus_senilis	ehbv-avi.39-psittaciformes	avi.39-psittaciformes	Avihepadnavirus	39	321	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01259047.1	171	491	321	-	182	91.837	1	62	25	122	19	312	98	0	8	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Psittacula_krameri_27444	27444	Psittacula_krameri	ehbv-avi.39-psittaciformes	avi.39-psittaciformes	Avihepadnavirus	39	597	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01001981.1	23764	24360	597	+	137	88.462	3	66	142	219	293	60	78	0	9	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Agapornis_roseicollis_27486	27486	Agapornis_roseicollis	ehbv-avi.41-psittaciformes	avi.41-psittaciformes	Avihepadnavirus	41	393	polyprotein	low_coverage	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	ORF	NDXB01004212.1	45890	46282	393	+	211	79.231	3	74	8	137	1	390	130	0	27	Agapornis roseicollis	Aves	Neognathae	Psittaciformes	Psittacidae	Agapornis
Amazona_aestiva_4274	4274	Amazona_aestiva	ehbv-avi.41-psittaciformes	avi.41-psittaciformes	Avihepadnavirus	41	387	polyprotein	low_coverage	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	ORF	LMAW01000138.1	48609	48995	387	+	95	75	9	42	65	132	184	387	68	0	17	Amazona aestiva	Aves	Neognathae	Psittaciformes	Psittacidae	Amazona
Amazona_vittata_4293	4293	Amazona_vittata	ehbv-avi.41-psittaciformes	avi.41-psittaciformes	Avihepadnavirus	41	391	polyprotein	low_coverage	AV1	GCA_000332375.1_AV1_genomic.fna	ORF	KB275658.1	3555	3945	391	+	97	76.471	8	45	65	132	185	388	68	0	16	Amazona vittata	Aves	Neognathae	Psittaciformes	Psittacidae	Amazona
Ara_macao_5218	5218	Ara_macao	ehbv-avi.41-psittaciformes	avi.41-psittaciformes	Avihepadnavirus	41	369	polyprotein	low_coverage	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	ORF	KE104924.1	35555	35923	369	-	170	80.189	4	58	44	149	1	318	106	0	21	Ara macao	Aves	Neognathae	Psittaciformes	Psittacidae	Ara
Eupsittula_pertinax_28638	28638	Eupsittula_pertinax	ehbv-avi.41-psittaciformes	avi.41-psittaciformes	Avihepadnavirus	41	474	polyprotein	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	ORF	WUQE01007264.1	13549	14022	474	-	229	80	9	81	10	149	4	423	140	0	28	Eupsittula pertinax	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula
Guaruba_guarouba_28669	28669	Guaruba_guarouba	ehbv-avi.41-psittaciformes	avi.41-psittaciformes	Avihepadnavirus	41	447	polyprotein	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	ORF	JAABOC010005916.1	13511	13957	447	-	224	79.286	4	79	10	149	4	423	140	0	29	Guaruba guarouba	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba
Melopsittacus_undulatus_27618	27618	Melopsittacus_undulatus	ehbv-avi.41-psittaciformes	avi.41-psittaciformes	Avihepadnavirus	41	471	polyprotein	low_coverage	goldenpath_melUnd1	melUnd1.fa_3.fa	ORF	JH556633	11006896	11007366	471	+	278	90.196	3	100	1	153	22	468	153	1	11	Melopsittacus undulatus	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus
Pionus_senilis_28700	28700	Pionus_senilis	ehbv-avi.41-psittaciformes	avi.41-psittaciformes	Avihepadnavirus	41	387	polyprotein	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	ORF	WURU01230173.1	2	388	387	+	191	75.781	3	66	5	132	1	384	128	0	31	Pionus senilis	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus
Psittacula_krameri_27665	27665	Psittacula_krameri	ehbv-avi.41-psittaciformes	avi.41-psittaciformes	Avihepadnavirus	41	438	polyprotein	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	ORF	NFZL01000090.1	1867140	1867577	438	-	252	89.855	3	90	2	139	25	438	138	0	14	Psittacula krameri	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula
Empidonax_traillii_27360	27360	Empidonax_traillii	ehbv-avi.42-passeriformes-con	avi.42-passeriformes	Avihepadnavirus	42	525	polyprotein	low_coverage	GCA_003031625	GCA_003031625.1_ASM303162v1_genomic.fna	ORF	PWAB01000229.1	1184345	1184869	525	-	251	90.062	4	89	1	161	1	483	161	0	16	Empidonax traillii	Aves	Neognathae	Passeriformes	Tyrannidae	Empidonax
Lepidothrix_coronata_27395	27395	Lepidothrix_coronata	ehbv-avi.42-passeriformes-con	avi.42-passeriformes	Avihepadnavirus	42	671	polyprotein	low_coverage	1	GCA_001604755.1_Lepidothrix_coronata-1.0_genomic.fa	ORF	KV388216.1	668412	669082	671	-	150	90.526	9	69	1	95	1	285	95	0	9	Lepidothrix coronata	Aves	Neognathae	Passeriformes	Pipridae	Lepidothrix
Manacus_vitellinus_27400	27400	Manacus_vitellinus	ehbv-avi.42-passeriformes-con	avi.42-passeriformes	Avihepadnavirus	42	464	polyprotein	low_coverage	28/10/2011	Manacus_vitellinus.scaf.noBacterial.fa	ORF	scaffold129	3915593	3916056	464	+	137	86.316	10	64	1	95	1	276	95	1	10	Manacus vitellinus	Aves	Neognathae	Passeriformes	Pipridae	Manacus
Pipra_filicauda_27440	27440	Pipra_filicauda	ehbv-avi.42-passeriformes-con	avi.42-passeriformes	Avihepadnavirus	42	667	polyprotein	low_coverage	ASM394559v1	GCF_003945595.1_ASM394559v1_genomic.fna	ORF	NW_020893988.1	608876	609542	667	-	144	87.5	2	46	1	96	1	288	96	0	12	Pipra filicauda	Aves	Neognathae	Passeriformes	Pipridae	Pipra
Gallirallus_okinawae_27576	27576	Gallirallus_okinawae	ehbv-avi.43-gallirallus	avi.43-gallirallus	Avihepadnavirus	43	1137	polyprotein	low_coverage	Gallirallus_okinawae_ver1.0	GCA_002003005.1_Gallirallus_okinawae_ver1.0_genomic.fna	ORF	BDFH01024558.1	1	1137	1137	-	272	85.276	1	92	1	162	1	489	163	1	23	Gallirallus okinawae	Aves	Neognathae	Gruiformes	Rallidae	Gallirallus
Antrostomus_carolinensis_27509	27509	Antrostomus_carolinensis	ehbv-avi.44-antrostomus	avi.44-antrostomus	Avihepadnavirus	44	666	polyprotein	low_coverage	bgi_2011-10-28	Antrostomus_carolinensis.scaf.noBacterial.fa	ORF	scaffold6095	2257	2922	666	-	403	100	6	148	1	201	61	663	201	0	0	Antrostomus carolinensis	Aves	Neognathae	Caprimulgiformes	Caprimulgidae	Caprimulgus
Agapornis_roseicollis_3295	3295	Agapornis_roseicollis	ehbv-avi.45-psittaciformes	avi.45-psittaciformes	Avihepadnavirus	45	309	polyprotein	low_coverage	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	ORF	NDXB01011279.1	32809	33117	309	+	170	77.778	4	59	6	113	1	303	108	1	17	Agapornis roseicollis	Aves	Neognathae	Psittaciformes	Psittacidae	Agapornis
Amazona_aestiva_5168	5168	Amazona_aestiva	ehbv-avi.45-psittaciformes	avi.45-psittaciformes	Avihepadnavirus	45	444	polyprotein	low_coverage	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	ORF	LMAW01002861.1	218566	219009	444	+	219	93.636	1	77	4	113	1	330	110	0	7	Amazona aestiva	Aves	Neognathae	Psittaciformes	Psittacidae	Amazona
Ara_macao_27521	27521	Ara_macao	ehbv-avi.45-psittaciformes	avi.45-psittaciformes	Avihepadnavirus	45	402	polyprotein	low_coverage	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	ORF	KE074585.1	514	915	402	+	139	85.714	3	46	4	80	169	399	77	0	11	Ara macao	Aves	Neognathae	Psittaciformes	Psittacidae	Ara
Ara_macao_5214	5214	Ara_macao	ehbv-avi.45-psittaciformes	avi.45-psittaciformes	Avihepadnavirus	45	453	polyprotein	low_coverage	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	ORF	KE038446.1	1549	2001	453	+	238	100	5	85	1	113	1	339	113	0	0	Ara macao	Aves	Neognathae	Psittaciformes	Psittacidae	Ara
